normalized_text,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,mnn_stolichki,rx_stolichki,win_mnn,win_rx_otc,product_id,run_id,product_kind,attr_brand,attr_dosage_form,attr_dosage,attr_administration_route,semantic_explanation,qwen_search_status,qwen_search_mnn,tool_mnn,tool_status,search_used,search_queries,search_call_count,tool_rounds,latency_ms,prompt_tokens,completion_tokens,total_tokens,tool_error,tool_model,tool_provider,tool_prompt_version,catalog_mnn_for_comparison,tool_vs_catalog_status,tool_vs_catalog_comment,tool_vs_polza_status,tool_vs_polza_comment
МЕКСИДОЛ ТАБЛ. П/ПЛЕН/ОБ. 125МГ №50 | ЗИО-ЗДОРОВЬЕ ЗАО | ЗИО-ЗДОРОВЬЕ ЗАО,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,13659,356,drug,Мексидол,таблетки,125 мг,перорально,"Препарат Мексидол в форме таблеток, покрытых плёночной оболочкой, дозировкой 125 мг, в упаковке 50 штук. МНН не указано в тексте, поэтому не заполнено. Препарат типичный для взрослых, без явных детских указаний.",found,этилметилгидроксипиридина сукцинат,Этилметилгидроксипиридина сукцинат,found,1,"[""Мексидол МНН действующее вещество"", ""Мексидол таблетки 125 мг МНН международное непатентованное наименование""]",2,1,63755,795,137,932,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Этилметилгидроксипиридина сукцинат,exact_match,полное совпадение строк,normalized_match,совпали после нормализации
МЕКСИДОЛ Р-Р ДЛЯ В/В В/М ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 ЭЛЛАРА | ЭЛЛАРА ООО | ЭЛЛАРА ООО,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,13664,356,drug,Мексидол,раствор,50 мг/мл,внутримышечно,"Препарат Мексидол является рецептурным лекарственным средством. Это раствор для внутривенного и внутримышечного введения в концентрации 50 мг/мл, в ампулах по 5 мл №10. МНН в тексте не указано, возрастная группа — взрослые.",not_found,,этилметилгидроксипиридина сукцинат,found,1,"[""Мексидол МНН действующее вещество""]",1,1,32768,704,79,783,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Этилметилгидроксипиридина сукцинат,normalized_match,совпали после нормализации,polza_not_found_baseline,baseline Polza не found — пропуск
МАЛЬВАЦИД СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. 15МЛ №20 | АВВА РУС АО | АВВА РУС АО,,безрецептурный,Алгелдрат + Бензокаин + Магния гидроксид,otc,,,,,Магния гидроксид,otc,,,"Магния гидроксид, Алгелдрат, Бензокаин",otc,14103,357,drug,Мальвацид,суспензия,,перорально,"Препарат представляет собой суспензию для приёма внутрь в пакетиках по 15 мл №20, по контексту относится к желудочно-кишечным средствам. Торговое название не позволяет однозначно установить действующее вещество, поэтому МНН и точная дозировка не указаны.",found,Алгелдрат + Магния гидроксид,,not_found,1,"[""МАЛЬВАЦИД суспензия МНН действующее вещество""]",1,1,33229,696,72,768,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Магния гидроксид, Алгелдрат, Бензокаин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
МАКСИКОЛД РИНО ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АПЕЛЬСИН ПАК. 15Г №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Парацетамол + Фенилэфрин + Фенирамин + Аскорбиновая кислота,otc,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,otc,,,,otc,,,"Аскорбиновая кислота, Парацетамол, Фенилэфрин, Фенирамин",otc,14162,357,drug,Максиколд Рино,порошок,15 г,перорально,"По названию и форме выпуска препарат относится к противопростудным средствам для приема внутрь. В тексте не указаны действующие вещества, поэтому МНН не определяется; указана масса пакетика 15 г и количество 10 пакетиков. Препарат отпускается без рецепта.",found,Парацетамол + Фенилэфрин + Фенирамин + Аскорбиновая кислота,,not_found,1,"[""МАКСИКОЛД РИНО пор. д/р-ра д/приема внутрь апельсин МНН состав""]",1,1,33302,806,91,897,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Аскорбиновая кислота, Парацетамол, Фенилэфрин, Фенирамин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
Л-ТИРОКСИН ТАБЛ. 100МКГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,,rx,Левотироксин натрия,rx,Левотироксин натрия,rx,,,Левотироксин натрия,rx,,,Левотироксин натрия,rx,14492,357,drug,Л-Тироксин,таблетки,100 мкг,перорально,"Препарат Л-Тироксин выпускается в форме таблеток по 100 мкг, упаковка №50. Действующее вещество в тексте как МНН явно не указано, поэтому МНН не заполнен. Левотироксин натрия относится к рецептурным тиреоидным гормонам.",found,Левотироксин натрия,левотироксин натрия,found,1,"[""Л-ТИРОКСИН МНН действующее вещество""]",1,1,32934,666,76,742,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Левотироксин натрия,normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
ЛОРТЕНЗА ТАБЛ. П/ПЛЕН/ОБ. 10МГ+100МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО,,рецептурный,,,Амлодипин + Лозартан,rx,,,Лозартан,rx,,,"Лозартан, Амлодипин",rx,14577,358,drug,ЛОРТЕНЗА,таблетки,10 мг + 100 мг,перорально,"Препарат ЛОРТЕНЗА выпускается в таблетках, покрытых пленочной оболочкой, содержит два компонента (10 мг + 100 мг), что указывает на комбинированное гипотензивное средство. Действующие вещества в тексте явно не названы, поэтому МНН не указан. Отпуск предположительно рецептурный, упаковка содержит 90 таблеток.",found,амлодипин + лозартан,Амлодипин + Лозартан,found,1,"[""ЛОРТЕНЗА таблетки 10мг+100мг МНН действующее вещество""]",1,1,33031,712,88,800,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Лозартан, Амлодипин",normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
ЛЕККЕР БРИЛЛИАНТОВЫЙ ЗЕЛЕНЫЙ Р-Р 1% ФЛ. С КИСТЬЮ 20МЛ | ЛЕККЕР ЗАО | ЛЕККЕР ЗАО,Бриллиантовый зелёный,otc,Йод + [Калия йодид + Этанол],otc,Йод,otc,,,,,,,"Йод, Калия йодид, Этанол",otc,15560,359,drug,Леккер,раствор,1%,наружно,"Препарат представляет собой спиртовой раствор бриллиантового зелёного для наружного применения. В названии указаны действующее вещество, концентрация 1% и форма выпуска во флаконе с кистью.",found,Бриллиантовый зеленый,Бриллиантовый зеленый,found,1,"[""ЛЕККЕР БРИЛЛИАНТОВЫЙ ЗЕЛЕНЫЙ МНН действующее вещество"", ""Бриллиантовый зеленый МНН международное непатентованное наименование""]",2,1,63290,823,142,965,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Йод, Калия йодид, Этанол",conflict,"оба заполнены, но различаются",exact_match,полное совпадение с Polza
ЛЕВОФЛОКСАЦИН-АКРИХИН ТАБЛ. П/ПЛЕН/ОБ. 500МГ №5 | АДИФАРМ ЕАД | АДИФАРМ ЕАД,Левофлоксацин,rx,Левофлоксацин,rx,,,,,Левофлоксацин,rx,,,Левофлоксацин,rx,15757,359,drug,Левофлоксацин-Акрихин,таблетки,500 мг,перорально,"Препарат содержит левофлоксацин 500 мг в форме таблеток, покрытых плёночной оболочкой, что явно указано в названии. Это рецептурный антибиотик для перорального применения, поэтому возрастной сегмент определён как взрослые.",found,Левофлоксацин,левофлоксацин,found,1,"[""ЛЕВОФЛОКСАЦИН-АКРИХИН МНН действующее вещество""]",1,1,34718,732,84,816,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Левофлоксацин,normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
ЛЕВОФЛОКСАЦИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,левофлоксацин,rx,Метамизол натрия,otc,Парацетамол,otc,"Ацетилсалициловая кислота, Аскорбиновая кислота",,Розувастатин,rx,,,,otc,15745,359,drug,Реневал,таблетки,500 мг,перорально,"В тексте явно указаны МНН левофлоксацин, бренд Реневал, лекарственная форма — таблетки в пленочной оболочке, дозировка 500 мг и упаковка №10. Левофлоксацин — рецептурный антибиотик-фторхинолон для приема внутрь, применяется преимущественно у взрослых.",found,Левофлоксацин,Левофлоксацин,found,1,"[""ЛЕВОФЛОКСАЦИН РЕНЕВАЛ таблетки 500 мг МНН""]",1,1,34721,736,84,820,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,tool_only,MNN только у модели,exact_match,полное совпадение с Polza
ЛЕВОКАРНИТИН Р-Р ДЛЯ В/В И В/М 100МГ/МЛ АМП. 5МЛ №10 ВЕЛФАРМ | Велфарм ООО | Велфарм ООО,Левокарнитин,rx,Левокарнитин,rx,,,,,,,,,Левокарнитин,,15797,359,drug,,раствор,100 мг/мл,внутримышечно,"В названии указано действующее вещество левокарнитин, лекарственная форма и концентрация. Препарат является инъекционным раствором, поэтому отнесён к рецептурным. Возрастной сегмент по умолчанию — взрослые.",found,левокарнитин,Левокарнитин,found,1,"[""Левокарнитин МНН Велфарм раствор для внутривенного и внутримышечного введения 100 мг/мл""]",1,1,34764,750,89,839,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Левокарнитин,exact_match,полное совпадение строк,normalized_match,совпали после нормализации
ЛАМОЛЕП ТАБЛ. 50МГ №30 | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО,,рецептурный,Ламотриджин,rx,Ламотриджин,rx,,,Ламотриджин,rx,,,Ламотриджин,rx,15949,359,drug,Ламолеп,таблетки,50 мг,перорально,"Препарат Ламолеп в форме таблеток по 50 мг, применяется перорально. Относится к рецептурным лекарственным средствам для взрослых; активное вещество в тексте явно не указано.",found,ламотриджин,,not_found,1,"[""ЛАМОЛЕП таблетки 50 мг МНН действующее вещество""]",1,1,34415,756,75,831,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Ламотриджин,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ЛАРИГАМА Р-Р ДЛЯ В/М ВВЕД. АМП. 2МЛ №10 | ГРОТЕКС ООО | ГРОТЕКС ООО,,рецептурный,Пиридоксин + Тиамин + Цианокобаламин + [Лидокаин],rx,Пиридоксин* + Тиамин* + Цианокобаламин* + Лидокаин,rx,,,,rx,,,"[Лидокаин], Пиридоксин, Тиамин, Цианокобаламин",rx,15921,359,drug,Ларигама,раствор,,внутримышечно,"Из текста извлечены торговое наименование, форма выпуска и путь введения. Действующее вещество и дозировка не указаны, поэтому МНН, дозировка и нозология не определены.",found,Пиридоксин+Тиамин+Цианокобаламин+Лидокаин,,not_found,1,"[""ЛАРИГАМА раствор для внутримышечного введения ампулы 2мл МНН действующее вещество""]",1,1,34463,716,84,800,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"[Лидокаин], Пиридоксин, Тиамин, Цианокобаламин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ЛАМИТОР ТАБЛ. 100МГ №50 | ТОРРЕНТ ФАРМАСЬЮТИКАЛС ЛТД | ТОРРЕНТ ФАРМАСЬЮТИКАЛС ЛТД,,рецептурный,Ламотриджин,rx,Ламотриджин,rx,,,Ламотриджин,rx,,,Ламотриджин,rx,15957,359,drug,ЛАМИТОР,таблетки,100 мг,перорально,"Препарат выпускается в форме таблеток по 100 мг, в упаковке №50; МНН в тексте не указан, поэтому оставлен пустым. Торговое название ЛАМИТОР относится к противосудорожным средствам, отпускаемым по рецепту. Возрастная группа выбрана как взрослые, так как детских указаний нет.",found,Ламотригин,ламотриджин,found,1,"[""Ламитор 100 мг МНН действующее вещество Торрент Фармасьютикалс""]",1,1,34445,726,82,808,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Ламотриджин,normalized_match,совпали после нормализации,conflict,"оба заполнены, но различаются"
"ЛАЗОЛВАН Р-Р Д/ПРИЕМА ВНУТРЬ И ИНГАЛ. 7,5МГ/МЛ ФЛ-КАП. 100МЛ | ИНСТИТУТ ДЕ АНГЕЛИ С.Р.Л. | ИНСТИТУТ ДЕ АНГЕЛИ С.Р.Л.",,безрецептурный,Амброксол,otc,Трамазолин,otc,,,Амброксол,otc,,,Амброксол,otc,16144,360,drug,Лазолван,раствор,"7,5 мг/мл",ингаляционно,"Лазолван — раствор для приема внутрь и ингаляций 7,5 мг/мл, показанный при кашле. Действующее вещество в тексте прямо не указано, поэтому МНН не заполнен. Возрастных уточнений нет, для типичного средства выбран взрослый сегмент.",found,амброксола гидрохлорид,ambroxol,found,1,"[""Лазолван МНН действующее вещество""]",1,1,34870,754,66,820,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Амброксол,conflict,"оба заполнены, но различаются",conflict,"оба заполнены, но различаются"
КСИЗАЛ ТАБЛ. П/ПЛЕН/ОБ. 5МГ №10 | ЮСБ ФАРШИМ С.А. | ЮСБ ФАРШИМ С.А.,,otc,Левоцетиризин,otc,Левоцетиризин,otc,,,Левоцетиризин,otc,,,Левоцетиризин,otc,16419,361,drug,Ксизал,таблетки,5 мг,перорально,"По тексту идентифицирован бренд Ксизал, действующее вещество явно не указано, поэтому МНН оставлен пустым. Форма, дозировка и упаковка прочитаны из названия: таблетки 5 мг №10. Препарат относится к антигистаминным средствам и отпускается без рецепта.",found,Левоцетиризин,левоцетиризин,found,1,"[""Ксизал МНН действующее вещество""]",1,1,34802,686,69,755,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Левоцетиризин,normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
"КСИЛЕН КАПЛИ НАЗ. 0,1% ФЛ-КАП. 20МЛ №4 | ВЕРОФАРМ ООО | ВЕРОФАРМ ООО",,otc,Ксилометазолин,otc,Ксилометазолин,otc,,,Декспантенол,otc,,,Ксилометазолин,otc,16411,361,drug,Ксилен,капли,"0,1%",назальный,"Препарат идентифицируется как назальные капли Ксилен; действующее вещество в тексте не указано, поэтому МНН не заполнен. Лекарственная форма, концентрация и объём упаковки читаются в названии. Поскольку это типичный безрецептурный деконгестант без детских указаний, возрастной сегмент определён как взрослые.",found,Ксилометазолин,Ксилометазолин,found,1,"[""Ксилен капли назальные 0.1% МНН действующее вещество""]",1,1,34863,702,79,781,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Ксилометазолин,exact_match,полное совпадение строк,exact_match,полное совпадение с Polza
КРЕОН 25000 КАПС. КИШ/РАСТ. 25000ЕД №20 | ВЕРОФАРМ АО | ВЕРОФАРМ АО,,rx,Панкреатин,otc,Панкреатин,otc,,,Панкреатин,otc,,,Панкреатин,otc,16518,361,drug,Креон,капсулы,25000 ЕД,перорально,"Креон 25000 — ферментный препарат в кишечнорастворимых капсулах для приёма внутрь. МНН в тексте не указано, поэтому оставлено пустым. Рецептурный статус и возрастная группа определены по типу препарата.",found,Панкреатин,панкреатин,found,1,"[""Креон 25000 МНН действующее вещество""]",1,1,34513,674,69,743,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Панкреатин,normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
КОСТАРОКС ТАБЛ. П/ПЛЕН/ОБ. 90МГ №28 | КАДИЛА ФАРМАСЬЮТИКАЛЗ ЛИМИТЕД | КАДИЛА ФАРМАСЬЮТИКАЛЗ ЛИМИТЕД,,рецептурный,Эторикоксиб,rx,Эторикоксиб,rx,,,Эторикоксиб,rx,,,Эторикоксиб,rx,16640,361,drug,Костарокс,таблетки,90 мг,перорально,"Товар представляет собой таблетки в пленочной оболочке по 90 мг, упаковка 28 штук. Действующее вещество в имени не указано, поэтому МНН и комбинированность оставлены пустыми. Препарат типичен для взрослых, форма выпуска и дозировка читаются из названия.",found,Эторикоксиб,,not_found,1,"[""КОСТАРОКС 90 мг МНН действующее вещество Кадила Фармасьютикалз""]",1,1,34806,764,82,846,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Эторикоксиб,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
КОРДИАМИН КАПЛИ Д/ПРИЕМА ВНУТРЬ 25% ФЛ-КАП. 30МЛ ТЕХНОПАРК-ЦЕНТР | ТЕХНОПАРК-ЦЕНТР ООО | ТЕХНОПАРК-ЦЕНТР ООО,,,Никетамид,otc,Никетамид,otc,,,Никетамид,rx,,,Никетамид,otc,16703,361,drug,Кордиамин,капли,25%,перорально,"В тексте указаны торговое наименование (Кордиамин), лекарственная форма (капли), способ применения (внутрь) и дозировка (25%). МНН и терапевтический класс явно не указаны, поэтому эти атрибуты оставлены пустыми.",found,никометамид,Никетамид,found,1,"[""Кордиамин капли МНН действующее вещество""]",1,1,34818,754,71,825,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Никетамид,exact_match,полное совпадение строк,conflict,"оба заполнены, но различаются"
КЛЕНБУТЕРОЛ Р-Р Д/ПРИЕМА ВНУТРЬ 1МКГ/МЛ ФЛ. 100МЛ ОЗОН | ОЗОН ООО | ОЗОН ООО,Кленбутерол,rx,Кленбутерол,rx,,,,,,,,,Кленбутерол,,17453,363,drug,,раствор,1 мкг/мл,перорально,"По тексту определено действующее вещество кленбутерол, лекарственная форма — раствор для приема внутрь, дозировка 1 мкг/мл. Это бронхолитическое средство, отпускается по рецепту. Возраст явно не указан, для типичного ЛС выбран сегмент взрослые.",found,Кленбутерол,Кленбутерол,found,1,"[""Кленбутерол МНН международное непатентованное наименование""]",1,1,32563,708,79,787,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Кленбутерол,exact_match,полное совпадение строк,exact_match,полное совпадение с Polza
КЛЕНЗИТ-С ГЕЛЬ Д/НАРУЖ. ПРИМ. ТУБА 15Г | ГЛЕНМАРК ФАРМАСЬЮТИКАЛС ЛТД | ГЛЕНМАРК ФАРМАСЬЮТИКАЛС ЛТД,,рецептурный,Адапален + Клиндамицин,otc,Адапален* + Клиндамицин,otc,,,Клиндамицин,otc,,,"Клиндамицин, Адапален",otc,17447,363,drug,Клензит-С,гель,,наружно,"Препарат представлен как гель для наружного применения в тубе 15 г. По названию и типу продукта идентифицирован как комбинированный препарат для лечения акне, однако действующие вещества в тексте не указаны, поэтому МНН не заполнен.",found,адапален + клиндамицин,Адапален + Клиндамицин,found,1,"[""Клензит-С гель МНН действующее вещество""]",1,1,32610,740,76,816,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Клиндамицин, Адапален",normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
"КО-ВАМЛОСЕТ ТАБЛ. П/ПЛЕН/ОБ. 5МГ+160МГ+12,5МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО",,rx,,,Амлодипин* + Валсартан* + Гидрохлоротиазид,rx,,,,rx,,,"Амлодипин, Валсартан, Гидрохлоротиазид",rx,17254,362,drug,Ко-Вамлосет,таблетки,"5 мг + 160 мг + 12,5 мг",перорально,"В названии указана торговая марка Ко-Вамлосет и дозировка, но действующие вещества не названы, поэтому МНН оставлен пустым. Препарат относится к рецептурным комбинированным антигипертензивным средствам, принимаемым внутрь. Форма, дозировка и упаковка №90 указаны явно.",found,амлодипин + валсартан + гидрохлоротиазид,амлодипин + валсартан + гидрохлоротиазид,found,1,"[""КО-ВАМЛОСЕТ таблетки 5мг+160мг+12,5мг МНН состав""]",1,1,33582,736,102,838,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Амлодипин, Валсартан, Гидрохлоротиазид",normalized_match,совпали после нормализации,exact_match,полное совпадение с Polza
КВАМАТЕЛ ТАБЛ. П/ПЛЕН/ОБ. 40МГ №14 | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО,,rx,Фамотидин,rx,Фамотидин,rx,,,Фамотидин,rx,,,Фамотидин,rx,17770,363,drug,Квамател,таблетки,40 мг,перорально,"Квамател указан как таблетки в пленочной оболочке 40 мг №14, поэтому форма, дозировка, путь введения и упаковка определяются явно. МНН в тексте не приведено, поэтому оно не заполняется. Возрастных указаний нет, препарат типичный для взрослых, семейство ЖКТ позволяет отнести его к средствам для лечения заболеваний ЖКТ.",found,Фамотидин,фамотидин,found,1,"[""Квамател МНН действующее вещество фармакология""]",1,1,32753,766,72,838,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Фамотидин,normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
КЕТОТИФЕН СОФАРМА СИРОП 1МГ/5МЛ ФЛ. 100МЛ | СОФАРМА АО | СОФАРМА АО,кетотифен,rx,Кетотифен,rx,,,,,Кетотифен,rx,,,Кетотифен,rx,17599,363,drug,Кетотифен Софарма,сироп,1 мг/5 мл,перорально,"Препарат содержит действующее вещество кетотифен, что явно указано в названии. Лекарственная форма — сироп 1 мг/5 мл, применяется внутрь. Возрастных указаний в тексте нет, поэтому возрастной сегмент определён как взрослые.",found,кетотифен,кетотифен,found,1,"[""Кетотифен Софарма сироп МНН действующее вещество""]",1,1,33039,694,74,768,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Кетотифен,normalized_match,совпали после нормализации,exact_match,полное совпадение с Polza
КАШНОЛ ЭКСПЕКТОРАНТ СИРОП ФЛ. 200МЛ | ЛОК-БЕТА ФАРМАСЬЮТИКАЛС (И) ПВТ.ЛТД | ЛОК-БЕТА ФАРМАСЬЮТИКАЛС (И) ПВТ.ЛТД,,otc,Бромгексин + Гвайфенезин + Сальбутамол,rx,Бромгексин* + Гвайфенезин* + Сальбутамол,rx,,,Бромгексин,rx,,,"Бромгексин, Гвайфенезин, Сальбутамол",rx,17777,363,drug,Кашнол Экспекторант,сироп,,перорально,"Препарат идентифицирован как отхаркивающий сироп для приёма внутрь, но действующее вещество в тексте не указано, поэтому МНН и дозировка не определяются. Судя по форме выпуска и назначению, вероятен безрецептурный отпуск.",found,Бромгексин + Гвайфенезин + Сальбутамол,,not_found,1,"[""Кашнол Экспекторант сироп МНН действующее вещество""]",1,1,32998,768,73,841,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Бромгексин, Гвайфенезин, Сальбутамол",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
КАПСИКУМ-ПЛЮС ГРАН. ГОМЕОПАТ. ФЛ. 20Г | ДОКТОР Н ООО | ДОКТОР Н ООО,,otc,,otc,,otc,,,,otc,,,,otc,17984,364,drug,Капсикум-плюс,гранулы,,перорально,"Гомеопатический препарат в гранулах, применяемый внутрь. В тексте отсутствует МНН и заявленное терапевтическое действие, поэтому часть атрибутов не заполнена.",not_found,,,not_found,1,"[""КАПСИКУМ-ПЛЮС гомеопатический препарат МНН состав""]",1,1,33239,698,78,776,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,both_empty,оба пусты,polza_not_found_baseline,baseline Polza не found — пропуск
КАМИСТАД ГЕЛЬ Д/МЕСТН. ПРИМ. 20МГ/Г+185МГ/Г ТУБА 10Г | ШТАДА | ШТАДА,,otc,,,,otc,,,Лидокаин,otc,,,Лидокаин,otc,18152,364,drug,Камистад,гель,20 мг/г + 185 мг/г,,"Текст содержит торговое название, форму «гель», местное применение, концентрации 20 мг/г + 185 мг/г и упаковку «туба 10 г». Действующие вещества не названы явно, поэтому МНН не указан. Препарат стоматологический и относится к безрецептурным.",found,лидокаин + экстракт ромашки,Лидокаин + Ромашки аптечной цветков экстракт,found,1,"[""Камистад гель МНН действующее вещество 20мг/г 185мг/г""]",1,1,32966,704,93,797,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Лидокаин,conflict,"оба заполнены, но различаются",conflict,"оба заполнены, но различаются"
КАРИПАЗИМ ЛИОФ. Д/Р-РА Д/НАРУЖ. ПРИМ. 350ПЕ ФЛ. №1 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,,rx,Папайи млечный сок,rx,Папайи млечный сок,rx,,,Папаин,rx,,,Папайи млечный сок,rx,17852,363,drug,Карипазим,лиофилизат,350 ПЕ,наружно,"Препарат представляет собой лиофилизат для наружного применения с дозировкой 350 ПЕ во флаконе №1. Относится к ферментным средствам; активное вещество в тексте явно не названо, поэтому МНН не указан. Вероятен отпуск по рецепту.",found,Папайи млечного сока экстракт,,not_found,1,"[""Карипазим МНН действующее вещество лиофилизат"", ""Карипазим 350 ПЕ инструкция МНН""]",2,1,64528,787,115,902,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Папайи млечный сок,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
КАЛИЯ ОРОТАТ ТАБЛ. 500МГ №10 АВВА РУС | АВВА РУС | АВВА РУС,Калия оротат,otc,,,,,,,,,,,,,18278,364,drug,,таблетки,500 мг,перорально,"Препарат Калия оротат в таблетках 500 мг, производитель АВВА РУС. Относится к метаболическим средствам, принимается внутрь. Возрастных указаний нет, поэтому типично для взрослых.",found,Оротовая кислота,Калия оротат,found,1,"[""Калия оротат МНН международное непатентованное наименование""]",1,1,32778,674,79,753,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,tool_only,MNN только у модели,conflict,"оба заполнены, но различаются"
КАГОЦЕЛ ТАБЛ. 12МГ №30 | НИАРМЕДИК ПЛЮС ООО/НИАРМЕДИК ФАРМА ООО | НИАРМЕДИК ПЛЮС ООО/НИАРМЕДИК ФАРМА ООО,Кагоцел,без рецепта,Кагоцел,otc,,,,,,otc,,,Кагоцел,otc,18320,364,drug,Кагоцел,таблетки,12 мг,перорально,"Текст явно указывает на препарат Кагоцел в таблетках по 12 мг, упаковка №30. Это безрецептурное противовирусное средство, принимаемое внутрь, без детских указаний, поэтому возрастной сегмент — взрослые.",found,кагоцел,Kagocel,found,1,"[""Кагоцел МНН действующее вещество""]",1,1,32637,748,66,814,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Кагоцел,conflict,"оба заполнены, но различаются",conflict,"оба заполнены, но различаются"
КАВИНТОН КОНЦ. Д/Р-РА Д/ИНФ. 5МГ/МЛ АМП. 5МЛ №10 | ГЕДЕОН РИХТЕР ОАО | ГЕДЕОН РИХТЕР ОАО,,rx,Винпоцетин,rx,Винпоцетин,rx,,,Винпоцетин,rx,,,Винпоцетин,rx,18327,364,drug,Кавинтон,раствор,5 мг/мл,внутривенно,"Текст содержит торговое название Кавинтон, действующее вещество явно не указано, поэтому МНН не определяется. Форма выпуска — концентрат для приготовления раствора для инфузий в ампулах 5 мл №10, путь введения внутривенный. Препарат относится к средствам, улучшающим мозговое кровообращение.",found,Винпоцетин,Винпоцетин,found,1,"[""Кавинтон МНН действующее вещество концентрат для раствора для инфузий""]",1,1,33164,732,83,815,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Винпоцетин,exact_match,полное совпадение строк,exact_match,полное совпадение с Polza
