product_id,run_id_source,normalized_text,product_kind,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,source_canonical_json,component_stats_json,resolved_mnn,resolved_mnn_components,mnn_resolution_status,resolution_reason,resolved_rx_otc,resolved_age_segment,needs_mnn_enrichment,enrichment_called,mnn_enrichment_status,mnn_enriched,rx_otc_enriched,age_enriched,final_candidate_mnn,needs_human_review,evidence_urls,enrichment_retried,enrichment_retry_query
22677,372,ВЕЛФЕРРУМ Р-Р ДЛЯ В/В ВВЕД. 20МГ/МЛ АМП. 5МЛ №5 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,drug,,rx,Железа (III) гидроксид сахарозный комплекс,rx,Железа,rx,,,Железо-сахарозный комплекс,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Железа (III) гидроксид сахарозный комплекс"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Железа комплекс""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Железа"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Железа комплекс""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Железо-сахарозный комплекс"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Железа комплекс""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Железа комплекс"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Железа комплекс,Железа комплекс,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Железа комплекс,False,,,
22701,373,ВЕЛДЕКСАЛ ТАБЛ. П/ПЛЕН/ОБ. 25МГ №10 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,drug,,,Декскетопрофен,otc,Декскетопрофен,otc,,,Декскетопрофен,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Декскетопрофен"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Декскетопрофен""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Декскетопрофен"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Декскетопрофен""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Декскетопрофен"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Декскетопрофен""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Декскетопрофен"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Декскетопрофен,Декскетопрофен,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Декскетопрофен,False,,,
22703,373,"ВЕЛГИЯ Р-Р П/К ВВЕД. 2,4МГ/ДОЗА ШПРИЦ-РУЧКА 3МЛ №1+ИГЛА №5 | МЕДСИНТЕЗ ЗАВОД/БИОХИМИК АО | МЕДСИНТЕЗ ЗАВОД/БИОХИМИК АО",drug,,rx,Семаглутид,rx,Семаглутид,rx,,,Семаглутид,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Семаглутид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Семаглутид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Семаглутид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Семаглутид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Семаглутид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Семаглутид""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Семаглутид"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Семаглутид,Семаглутид,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Семаглутид,False,,,
22817,373,ВАНКОМИЦИН ПОР. Д/Р-РА Д/ИНФ. И ПРИЕМА ВНУТРЬ 1Г ФЛ. №1 ИНТЕРФАРМА | ИНТЕРФАРМА ООО | ИНТЕРФАРМА ООО,drug,Ванкомицин,rx,,,,,,,,,[],[],,,unresolved_catalog,empty,unknown,unknown,True,True,ok,Ванкомицин,rx,универсальный,Ванкомицин,False,https://www.vidal.ru/drugs/vancomycin__18955 | https://www.rlsnet.ru/drugs/vankomicin-35411 | https://www.rlsnet.ru/drugs/vankomicin-35411 | https://www.vidal.ru/drugs/vancomycin__18955 | https://medi.ru/instrukciya/vankomitsin_9524/ | https://health.mail.ru/drug/vancomycin/ | https://medum.ru/vancomycinum | https://health.mail.ru/drug/vankomitsin-1/ | https://drugs2.medelement.com/drug/%D0%B2%D0%B0%D0%BD%D0%BA%D0%BE%D0%BC%D0%B8%D1%86%D0%B8%D0%BD-%D1%8D%D0%BB%D0%B5%D0%B0%D1%81-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/164214051477650933?instruction_lang=RU | https://medum.ru/vankomicin | https://grls.pharm-portal.ru/grls/5c629527-a6b1-4c3a-a59c-cfb702ce9fa5 | https://grls.pharm-portal.ru/grls/b93b6d2a-865e-42ef-907a-e9cfb9cdcd31 | https://www.pharmcontrol.ru/registry/drugs/3577/ | https://www.pharmcontrol.ru/reference/inn/594/ | https://vaskov.pro/grls/0ae95063-9f67-1630-819f-67db9749019b | https://zdravmedinform.ru/grls/reg-lp-002351-rg-ru.html,True,ВАНКОМИЦИН ПОР. Д/Р-РА Д/ИНФ. И ПРИЕМА ВНУТРЬ 1Г ФЛ. №1 ИНТЕРФАРМА | ИНТЕРФАРМА ООО | ИНТЕРФАРМА ООО
22881,373,"ВАЛОКОРДИН ТАБЛ. 7,544МГ+7,544МГ №20 | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО",drug,,otc,,,Фенобарбитал+Этилбромизовалерианат,otc,,,Фенобарбитал,otc,"[{""source"": ""asna"", ""raw_mnn"": ""Фенобарбитал+Этилбромизовалерианат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Фенобарбитал"", ""Этилбромизовалерианат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Фенобарбитал"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Фенобарбитал""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Фенобарбитал"", ""source_count"": 2, ""sources"": [""asna"", ""vidal""]}, {""component"": ""Этилбромизовалерианат"", ""source_count"": 1, ""sources"": [""asna""]}]","Фенобарбитал, Этилбромизовалерианат","Фенобарбитал, Этилбромизовалерианат",resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,"Фенобарбитал, Этилбромизовалерианат",False,,,
22890,373,ВАЛИДОЛ ТАБЛ. П/ЯЗЫЧН. 60МГ №16 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,drug,,otc,Левоментола раствор в ментил изовалерате,otc,Левоментола раствор в ментил изовалерате,otc,,,Левоментола раствор в ментилизовалерате,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Левоментола раствор в ментил изовалерате"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоментола раствор в ментил изовалерате""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Левоментола раствор в ментил изовалерате"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоментола раствор в ментил изовалерате""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Левоментола раствор в ментилизовалерате"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоментола раствор в ментилизовалерате""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Левоментола раствор в ментил изовалерате"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}]",Левоментола раствор в ментил изовалерате,Левоментола раствор в ментил изовалерате,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Левоментола раствор в ментил изовалерате,False,,,
22891,373,ВАЛИДОЛ ТАБЛ. П/ЯЗЫЧН. 60МГ №10 ЮЖФАРМ | ЮЖФАРМ ООО | ЮЖФАРМ ООО,drug,,otc,Левоментола раствор в ментил изовалерате,otc,Левоментола раствор в ментил изовалерате,otc,,,Левоментола раствор в ментилизовалерате,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Левоментола раствор в ментил изовалерате"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоментола раствор в ментил изовалерате""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Левоментола раствор в ментил изовалерате"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоментола раствор в ментил изовалерате""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Левоментола раствор в ментилизовалерате"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоментола раствор в ментилизовалерате""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Левоментола раствор в ментил изовалерате"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}]",Левоментола раствор в ментил изовалерате,Левоментола раствор в ментил изовалерате,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Левоментола раствор в ментил изовалерате,False,,,
22968,373,ВАЛЕМИДИН ПЛЮС СИРОП БЕЗ САХАРА ФЛ. 100МЛ | ФАРМАМЕД ООО | ФАРМАМЕД ООО,drug,,otc,,,,otc,,,,otc,"[{""source"": ""asna"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,empty,otc,unknown,True,True,ok,,unknown,взрослые,,True,https://www.vidal.ru/drugs/valemidin-plus | https://www.rlsnet.ru/baa/valemidin-plyus-79198 | https://www.rlsnet.ru/drugs/valemidin-31814 | https://aptekamos.ru/tovary/bad/valemidin-plyus-13882/valemidin-plyus-sirop-100ml-85781/instrukciya | https://www.vidal.ru/drugs/valemidin__31625 | https://megapteka.ru/specials/guide_valemidin-instrukciya-po-1342 | https://www.asna.ru/product/valemidin_plyus/instruction/ | https://www.vidal.ru/drugs/valemidin-plus | https://www.rlsnet.ru/baa/valemidin-plyus-79198 | https://zdesapteka.ru/instructions/valemidin-plyus/ | https://health.mail.ru/drug/valemidin_plyus/ | https://www.rlsnet.ru/drugs/valemidin-31814 | https://pharmznanie.ru/drugs/valemidin-plyus-sirop-100-ml | https://bz.medvestnik.ru/drugs/68939.html | https://www.vidal.ru/drugs/valemidin-plus | https://www.rlsnet.ru/baa/valemidin-plyus-79198,True,ВАЛЕМИДИН ПЛЮС СИРОП БЕЗ САХАРА ФЛ. 100МЛ | ФАРМАМЕД ООО | ФАРМАМЕД ООО
22979,373,ВАЛАЦИКЛОВИР ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 РОЗЛЕКС ФАРМ | РОЗЛЕКС ФАРМ | РОЗЛЕКС ФАРМ,drug,Валацикловир,rx,Валацикловир,rx,,,,,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Валацикловир"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Валацикловир""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,Валацикловир,rx,универсальный,Валацикловир,False,https://www.rlsnet.ru/drugs/valaciklovir-39144 | https://aptekamos.ru/tovary/lekarstva/valaciklovir-1193/valaciklovir-tabletki-500mg-55966/instrukciya | https://www.vidal.ru/drugs/valacyclovir__44937 | https://www.rlsnet.ru/drugs/valaciklovir-39144 | https://allmed.pro/ru/drugs/valaciklovir | https://aptekamos.ru/tovary/lekarstva/valaciklovir-1193/valaciklovir-tabletki-500mg-55966/instrukciya | https://aptekamos.ru/tovary/lekarstva/valaciklovir-1193/valaciklovir-tabletki-500mg-55966/instrukciya | https://www.rlsnet.ru/drugs/valaciklovir-39144 | https://www.vidal.ru/drugs/valacyclovir__44937 | https://medum.ru/valaciklovir-tabletki | https://velpharm.group/upload/iblock/5b7/IMP-Valatsiklovir.pdf | https://medi.ru/instrukciya/valatsiklovir_18515/ | https://medi.ru/instrukciya/valatsiklovir_18513/ | https://medspravochnik.com/drugs/protivovirusnye/valaciklovir/ | https://grls.pharm-portal.ru/grls/21fc3002-38e8-4440-94c5-7c3d41c9d97d | https://grls.pharm-portal.ru/grls/811410fa-06b0-4c16-b785-f8a891ec667f,True,ВАЛАЦИКЛОВИР ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 РОЗЛЕКС ФАРМ | РОЗЛЕКС ФАРМ | РОЗЛЕКС ФАРМ
23099,374,БУТАДИОН-АЛИУМ ТАБЛ. 150МГ №20 | АЛИУМ АО | АЛИУМ АО,drug,,rx,Фенилбутазон,rx,,,,,Фенилбутазон,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Фенилбутазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Фенилбутазон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Фенилбутазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Фенилбутазон""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Фенилбутазон"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}]",Фенилбутазон,Фенилбутазон,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Фенилбутазон,False,,,
23521,375,"БИФИДУМБАКТЕРИН ФОРТЕ ПОР. Д/ПРИЕМА ВНУТРЬ 50МЛН.КОЕ/ПАКЕТ ПАК. 0,85Г №30 ПРОБИОФАРМ | ПРОБИОФАРМ ООО | ПРОБИОФАРМ ООО",drug,Бифидобактерии бифидум,otc,,,Бифидобактерии бифидум,otc,,,Бифидобактерии бифидум,otc,"[{""source"": ""asna"", ""raw_mnn"": ""Бифидобактерии бифидум"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бифидобактерии бифидум""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Бифидобактерии бифидум"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бифидобактерии бифидум""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Бифидобактерии бифидум"", ""source_count"": 2, ""sources"": [""asna"", ""vidal""]}]",Бифидобактерии бифидум,Бифидобактерии бифидум,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Бифидобактерии бифидум,False,,,
23645,375,БИСОМОР ТАБЛ. П/ПЛЕН/ОБ. 5МГ №30 | ЭДЖ ФАРМА ПРАЙВЕТ ЛИМИТЕД | ЭДЖ ФАРМА ПРАЙВЕТ ЛИМИТЕД,drug,,rx,Бисопролол,rx,Бисопролол,rx,Бисопролол,rx,Бисопролол,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Бисопролол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Бисопролол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Бисопролол"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Бисопролол,Бисопролол,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Бисопролол,False,,,
24070,375,БЕТАДИН СУПП. ВАГ. 200МГ №7 | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО,drug,,otc,Повидон-йод,otc,Повидон-йод,otc,,,Повидон-йод,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Повидон-йод"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Повидон-йод""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Повидон-йод"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Повидон-йод""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Повидон-йод"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Повидон-йод""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Повидон-йод"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Повидон-йод,Повидон-йод,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Повидон-йод,False,,,
24163,375,"БЕРГОЛАК ТАБЛ. 0,5МГ №2 | ВЕРОФАРМ ООО | ВЕРОФАРМ ООО",drug,,рецептурный,Каберголин,rx,Каберголин,rx,,,Каберголин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Каберголин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Каберголин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Каберголин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Каберголин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Каберголин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Каберголин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Каберголин"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Каберголин,Каберголин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Каберголин,False,,,
24340,375,"БЕКЛАЗОН ЭКО АЭРОЗ. Д/ИНГ. ДОЗИР. 100МКГ/ДОЗА БАЛЛОН 200ДОЗ | НОРТОН (ВОТЕРФОРД) ЛТД, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ АЙВЭКС ФАРМАСЬЮТИКАЛС ИРЛАНДИЯ, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ ТЕВА ФАРМАСЬЮТИК | НОРТОН (ВОТЕРФОРД) ЛТД, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ АЙВЭКС ФАРМАСЬЮТИКАЛС ИРЛАНДИЯ, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ ТЕВА ФАРМАСЬЮТИК",drug,,rx,Беклометазон,rx,Беклометазон,rx,,,Беклометазон,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Беклометазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Беклометазон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Беклометазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Беклометазон""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Беклометазон"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Беклометазон""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Беклометазон"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Беклометазон,Беклометазон,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Беклометазон,False,,,
24711,376,АЦИКЛОВИР ВЕЛФАРМ ТАБЛ. 200МГ №20 ВЕЛФАРМ-М | ВЕЛФАРМ-М ООО | ВЕЛФАРМ-М ООО,drug,Ацикловир,rx,Ацикловир,rx,,,,,Ацикловир,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Ацикловир"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ацикловир""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Ацикловир"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ацикловир""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Ацикловир"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}]",Ацикловир,Ацикловир,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Ацикловир,False,,,
24725,376,АЦИКЛОВИР АВЕКСИМА ТАБЛ. 400МГ №30 | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,drug,Ацикловир,rx,Ацикловир,rx,Ацикловир,rx,,,Азитромицин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Ацикловир"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ацикловир""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Ацикловир"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ацикловир""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Азитромицин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Азитромицин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Ацикловир"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}]",Ацикловир,Ацикловир,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Ацикловир,False,,,
24824,376,АФОБАЗОЛ РЕТАРД ТАБЛ. С МОДИФ. ВЫСВ. П/ПЛЕН/ОБ. 30МГ №20 ОТИСИФАРМ | ОТИСИФАРМ ПРО АО | ОТИСИФАРМ ПРО АО,drug,,без рецепта,Фабомотизол,otc,Фабомотизол,otc,,,Фабомотизол,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Фабомотизол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Фабомотизол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Фабомотизол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Фабомотизол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Фабомотизол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Фабомотизол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Фабомотизол"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Фабомотизол,Фабомотизол,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Фабомотизол,False,,,
24893,376,АТОРИКА ТАБС ТАБЛ. П/ПЛЕН/ОБ. 120МГ №7 | Канонфарма | Канонфарма,drug,,otc,Эторикоксиб,rx,Эторикоксиб,rx,,,Эторикоксиб,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Эторикоксиб"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эторикоксиб""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Эторикоксиб"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эторикоксиб""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Эторикоксиб"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эторикоксиб""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Эторикоксиб"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Эторикоксиб,Эторикоксиб,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Эторикоксиб,False,,,
25195,377,АСКОРБИНОВАЯ КИСЛОТА-УБФ ДРАЖЕ 50МГ №200 | УРАЛБИОФАРМ ОАО | УРАЛБИОФАРМ ОАО,drug,Аскорбиновая кислота,otc,Аскорбиновая кислота,otc,,,,,Аскорбиновая кислота,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Аскорбиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Аскорбиновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Аскорбиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Аскорбиновая кислота""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Аскорбиновая кислота"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}]",Аскорбиновая кислота,Аскорбиновая кислота,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Аскорбиновая кислота,False,,,
25422,377,АРТОКСАН ГЕЛЬ Д/НАРУЖ. ПРИМ. 1% ТУБА 45Г | УОРЛД МЕДИЦИН ИЛАЧ САН. ВЕ ТИДЖ. А.Ш. | УОРЛД МЕДИЦИН ИЛАЧ САН. ВЕ ТИДЖ. А.Ш.,drug,,otc,Теноксикам,rx,Теноксикам,rx,,,Теноксикам,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Теноксикам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Теноксикам""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Теноксикам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Теноксикам""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Теноксикам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Теноксикам""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Теноксикам"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Теноксикам,Теноксикам,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Теноксикам,False,,,
25459,377,АРОМАЗИН ТАБЛ. П/О 25МГ №30 | ПФАЙЗЕР ИТАЛИЯ С.Р.Л. | ПФАЙЗЕР ИТАЛИЯ С.Р.Л.,drug,,рецептурный,Эксеместан,rx,Эксеместан,rx,,,Эксеместан,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Эксеместан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эксеместан""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Эксеместан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эксеместан""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Эксеместан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эксеместан""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Эксеместан"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Эксеместан,Эксеместан,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Эксеместан,False,,,
