product_id,normalized_text,baseline_attr_mnn,input_explicit_mnn,catalog_candidate_mnn_before_gate,catalog_candidate_mnn_after_gate,enrichment_mnn,final_candidate_mnn,final_mnn_method,mnn_resolution_status,needs_human_review,accepted_source_count,rejected_source_count,ambiguous_source_count,accepted_source_titles,accepted_source_urls,accepted_source_mnn,accepted_source_match_scores,rejected_source_titles,rejected_source_urls,rejected_source_mnn,rejected_source_match_scores,rejection_reasons,enrichment_evidence_urls,label_mnn,label_source_match,label_rx_otc,label_notes
486,ЭСЦИТАЛОПРАМ КАНОН ТАБЛ. П/ПЛЕН/ОБ. 20МГ №28 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,Эсциталопрам,,Эсциталопрам,,,,unresolved,unresolved_catalog,True,1,0,4,"Эсциталопрам Канон, 20 мг, табл. п.п.о, 28 шт.",https://uteka.ru/product/escitalopram-kanon-380815/,Эсциталопрам,0.85,,,,,,,,,,
884,"ЭЛИЦЕЯ КУ-ТАБ ТАБЛ. ДИСПЕРГ. В ПОЛОСТИ РТА 10МГ №56 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",,,Эсциталопрам,,,,unresolved,unresolved_catalog,True,1,0,4,"Элицея, 10 мг, табл. п.п.о, 56 шт.",https://uteka.ru/product/eliceya-231908/,Эсциталопрам,0.85,,,,,,,,,,
9941,ПАРОДОНТОЦИД ОПОЛАСКИВАТЕЛЬ ДЛЯ ПОЛОСТИ РТА 250МЛ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ,,,,,,,unresolved,unresolved_catalog,True,1,0,4,"Пародонтоцид Ополаскиватель для полости рта, р-р д/обраб. полости рта, 250 мл, 1 шт.",https://uteka.ru/product/parodontocid-opolaskivatel-dlya-polosti-rta-364938/,,0.7,,,,,,,,,,
1765,ЦИПРОТЕРОН-ТЕВА ТАБЛ. 50МГ №50 | ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О. | ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,Ципротерон,,Ципротерон,,,,unresolved,unresolved_catalog,True,1,0,4,"Ципротерон-Тева, 50 мг, табл, 50 шт.",https://uteka.ru/product/ciproteron-teva-300702/,Ципротерон,0.85,,,,,,,,,,
75,САМБУКУС БУЗИНА ИММУНИТЕТ таб. массой 700мг N30 Грин сайд ООО | Грин Сайд ООО | Грин Сайд ООО | N30,,,,,,,unresolved,unresolved_catalog,True,0,0,5,,,,,,,,,,,,,,
72,ФАРИНГАЛ таб. 650мг N10 Салута-М | Салута-М ООО | Салута-М ООО | N10,,,,,,,unresolved,unresolved_catalog,True,1,0,4,/cards/faringal_tab_650mg_n10_saluta-m.html,https://www.asna.ru/cards/faringal_tab_650mg_n10_saluta-m.html,,0.85,,,,,,,,,,
18400,ЙОДИНОЛ Р-Р Д/МЕСТН. И НАРУЖ. ПРИМ. ФЛ. ПОЛИМЕР. 100МЛ САМАРАМЕДПРОМ | САМАРАМЕДПРОМ ОАО | САМАРАМЕДПРОМ ОАО,Йод,,"Йод, Калия йодид, Поливиниловый спирт",,,,unresolved,unresolved_catalog,True,1,0,4,"Йодинол, р-р д/местн. и наружн. прим, 100 мл, 1 шт.",https://uteka.ru/product/jodinol-52250/,Йод + [Калия йодид + Поливиниловый спирт],0.85,,,,,,,,,,
34,МЕЛАДАПТ 3мг N10 таб. покрытые пленочной оболочкой Озон ООО | Озон ООО | Озон ООО | N10,,,Мелатонин,,,,unresolved,unresolved_catalog,True,1,2,2,"Меладапт, 3 мг, табл. п.п.о, 30 шт.",https://uteka.ru/product/meladapt-376844/,Мелатонин,0.85,meladapt 3 mg 60 sht tabletki pokrytye plenochnoj obolochkoj blister | /cards/meladapt_3mg_n30_tab_pokrytye_plenochnoy_obolochkoy_ozon_ooo.html,https://apteka.ru/product/meladapt-3-mg-60-sht-tabletki-pokrytye-plenochnoj-obolochkoj-blister-668e719cdf37923de79b4156/ | https://www.asna.ru/cards/meladapt_3mg_n30_tab_pokrytye_plenochnoy_obolochkoy_ozon_ooo.html,Мелатонин | Мелатонин,-0.4 | -0.25,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_match:+0.20,form_match:+0.15",,,,,
54,ГЕПАРИН 5000ЕД/мл 5мл N5 р-р для в/в и п/к введения Армавирская биологическая фабрика фгуп | Армавирская биологическая фабрика фгуп | Армавирская биологическая фабрика фгуп | N5,Гепарин натрия,,,,Гепарин натрия,Гепарин натрия,enrichment,resolved_enrichment,False,0,1,4,,,,,geparin natriya 5000 meml 5 ml 5 sht ampuly rastvor dlya vnutrivennogo i podkozhnogo vvedeniya,https://apteka.ru/product/geparin-natriya-5000-meml-5-ml-5-sht-ampuly-rastvor-dlya-vnutrivennogo-i-podkozhnogo-vvedeniya-5e327824ca7bdc0001934929/,Гепарин натрия,-0.75,"brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
56,РИТОФЛЕКС МСМ таб. N60 Фармацевтическая Фабрика ООО | Фармацевтическая фабрика ООО | Фармацевтическая фабрика ООО | N60,,,"Глюкозамин, MSM, Хондроитин, Хондроитинсульфат",,,,unresolved,unresolved_catalog,True,2,1,2,"Ритофлекс МСМ, 500мг + 400мг, табл, 1.3 г, 60 шт. | /cards/ritofleks_msm_tab_n60_farmatsevticheskaya_fabrika_ooo.html",https://uteka.ru/product/ritofleks-msm-373459/ | https://www.asna.ru/cards/ritofleks_msm_tab_n60_farmatsevticheskaya_fabrika_ooo.html, | Глюкозамин+Хондроитин+MSM,0.65 | 0.65,erzig ritofleks msm 60 sht tabletki massoj 13 g,https://apteka.ru/product/erzig-ritofleks-msm-60-sht-tabletki-massoj-13-g-6881ca52930d4277140351ba/,"Глюкозамин, Хондроитинсульфат",-0.6,brand_title_conflict:-0.60,,,,,
60,ДИКЛОФЕНАК 25мг/мл 3мл N10 р-р для в/м введения Дальхимфарм ОАО | Дальхимфарм ОАО | Дальхимфарм ОАО | N10,Диклофенак,,,,Диклофенак,Диклофенак,enrichment,resolved_enrichment,False,0,1,4,,,,,diklofenak 25 mgml rastvor dlya vnutrimyshechnogo vvedeniya 3 ml ampuly 5 sht,https://apteka.ru/product/diklofenak-25-mgml-rastvor-dlya-vnutrimyshechnogo-vvedeniya-3-ml-ampuly-5-sht-5e326bc9ca7bdc000192e980/,Диклофенак,-0.25,"brand_title_conflict:-0.60,dose_match:+0.20,form_match:+0.15",,,,,
73,ГАСТРАСАН ЭКСПРЕСС 680мг+80мг N12 таб. жевательные Апельсин ЮжФарм ООО | ЮжФарм ООО | ЮжФарм ООО | N12,,,"Кальция карбонат, Магния карбонат",,,,unresolved,unresolved_catalog,True,1,1,3,/cards/gastrasan_ekspress_680mg80mg_n12_tab_zhevatelnye_apelsin_yuzhfarm_ooo.html,https://www.asna.ru/cards/gastrasan_ekspress_680mg80mg_n12_tab_zhevatelnye_apelsin_yuzhfarm_ooo.html,Кальция карбонат + Магния карбонат,0.85,gastrasan ekspress 680 mg  80 mg 24 sht tabletki zhevatelnye so vkusom myaty,https://apteka.ru/product/gastrasan-ekspress-680-mg--80-mg-24-sht-tabletki-zhevatelnye-so-vkusom-myaty-62bebded9b43454acb749ba1/,"Кальция карбонат, Магния карбонат",-0.4,"brand_title_conflict:-0.60,dose_match:+0.20",,,,,
86,ТАДАЛАФИЛ-АЛИУМ 20мг N8 таб. покрытые пленочной оболочкой Алиум АО | Алиум АО | Алиум АО | N8,Тадалафил,,,,Тадалафил,Тадалафил,enrichment,resolved_enrichment,False,0,3,2,,,,,"Ацикловир Форте-Алиум, 400 мг, табл, 20 шт. | acziklovir forte alium 400 mg 20 sht tabletki | /cards/rivaroksaban_20mg_n28_tab_pokrytye_plenochnoy_obolochkoy_alium_ao.html",https://uteka.ru/product/aciklovir-forte-alium-376952/ | https://apteka.ru/product/acziklovir-forte-alium-400-mg-20-sht-tabletki-619df00edb0cd3f82672d1c4/ | https://www.asna.ru/cards/rivaroksaban_20mg_n28_tab_pokrytye_plenochnoy_obolochkoy_alium_ao.html,Ацикловир | Ацикловир | Ривароксабан,0.35 | -0.9 | -0.25,"brand_title_match:+0.50,dose_conflict:-0.30,form_match:+0.15 | brand_title_conflict:-0.60,dose_conflict:-0.30 | brand_title_conflict:-0.60,dose_match:+0.20,form_match:+0.15",,,,,
88,ГЕСПЕРИДИН+ДИОСМИН 100мг+900мг N30 таб. покрытые пленочной оболочкой Алиум АО | Алиум АО | Алиум АО | N30,Диосмин+Гесперидин,Гесперидин,Албендазол,,,,unresolved,unresolved_catalog,True,0,2,3,,,,,albendazol alium 400 mg 1 sht tabletki pokrytye plenochnoj obolochkoj | /cards/lorotritsin-alium_n12_tab_drassasyvaniya_alium_ao.html,https://apteka.ru/product/albendazol-alium-400-mg-1-sht-tabletki-pokrytye-plenochnoj-obolochkoj-6253fedaa663fc06446aea5e/ | https://www.asna.ru/cards/lorotritsin-alium_n12_tab_drassasyvaniya_alium_ao.html,Албендазол | Бензалкония хлорид + Бензокаин + Тиротрицин,-0.9 | -0.45,"brand_title_conflict:-0.60,dose_conflict:-0.30 | brand_title_conflict:-0.60,dose_card_unknown,form_match:+0.15",,,,,
92,ДИНАМИКО ЛОНГ 20мг N8 таб. покрытые пленочной оболочкой Тева Фармацевтические Предприятия Лтд | Тева Фармацевтические Предприятия Лтд. | Тева Фармацевтические Предприятия Лтд. | N8,,,Тадалафил,,,,unresolved,unresolved_catalog,True,1,2,2,"Динамико Лонг, 20 мг, табл. п.п.о, 1 шт.",https://uteka.ru/product/dinamiko-long-358564/,Тадалафил,0.85,dinamiko long 20 mg 4 sht tabletki pokrytye plenochnoj obolochkoj | /cards/dinamiko_long_5mg_n28_tab_pokrytye_plenochnoy_obolochkoy_teva_farmatsevticheskie_predpriyatiya_ltd.html,https://apteka.ru/product/dinamiko-long-20-mg-4-sht-tabletki-pokrytye-plenochnoj-obolochkoj-62f3b2017406fca377430b66/ | https://www.asna.ru/cards/dinamiko_long_5mg_n28_tab_pokrytye_plenochnoy_obolochkoy_teva_farmatsevticheskie_predpriyatiya_ltd.html,Тадалафил | Тадалафил,-0.4 | -0.75,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
354,"ЭХИНАЦЕИ ПУРПУРНОЙ ТРАВА 1,5Г Ф/П №20 ИВАН ЧАЙ | ИВАН-ЧАЙ ЗАО | ИВАН-ЧАЙ ЗАО",,,,,Эхинацеи пурпурной трава,Эхинацеи пурпурной трава,enrichment,resolved_enrichment,False,1,2,2,"Иван-чай, фиточай, 1.5 г, 20 шт.",https://uteka.ru/product/ivan-chay-378344/,,0.7,kiprej uzkolistnyj ivan chaj 1 gr 20 sht filtr pakety nasledie prirody | /cards/ekhinatseya_trava_n20_fp_ivan-chay.html,https://apteka.ru/product/kiprej-uzkolistnyj-ivan-chaj-1-gr-20-sht-filtr-pakety-nasledie-prirody-5e3269a065b5ab0001651ccc/ | https://www.asna.ru/cards/ekhinatseya_trava_n20_fp_ivan-chay.html,Иван-чай (Кипрей) | Эхинацеи трава,-0.6 | -0.6,"brand_title_conflict:-0.60,dose_card_unknown | brand_title_conflict:-0.60,dose_card_unknown",,,,,
456,"ЭТОРИАКС ТАБЛ. П/ПЛЕН/ОБ. 60МГ №14 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",Эторикоксиб,,Эторикоксиб,,,,unresolved,unresolved_catalog,True,1,2,2,"Эториакс, 60 мг, табл. п.п.о, 14 шт.",https://uteka.ru/product/etoriaks-363994/,Эторикоксиб,0.85,etoriaks 60 mg 14 sht tabletki pokrytye plenochnoj obolochkoj | /cards/etoriaks_90mg_n7_tab_pokrytye_plenochnoy_obolochkoy_krka_dd_novo_mesto.html,https://apteka.ru/product/etoriaks-60-mg-14-sht-tabletki-pokrytye-plenochnoj-obolochkoj-5e32722df5a9ae000140cec0/ | https://www.asna.ru/cards/etoriaks_90mg_n7_tab_pokrytye_plenochnoy_obolochkoy_krka_dd_novo_mesto.html,Эторикоксиб | Эторикоксиб,-0.4 | -0.75,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
844,ЭЛЬКАР Р-Р Д/ПРИЕМА ВНУТРЬ 300МГ/МЛ ФЛ. 25МЛ | ///ПИК-ФАРМА ЛЕК | ///ПИК-ФАРМА ЛЕК,Левокарнитин,,Левокарнитин,,,,unresolved,unresolved_catalog,True,1,2,2,"Элькар, 300 мг/мл, р-р д/пр. внутрь, 100 мл, 1 шт.",https://uteka.ru/product/elkar-144361/,Левокарнитин,0.85,elkar 300 mgml rastvor dlya priema vnutr 25 ml flakon | /cards/elkar_30_100ml_r-r_pik-farma.html,https://apteka.ru/product/elkar-300-mgml-rastvor-dlya-priema-vnutr-25-ml-flakon-5e32765ff5a9ae000140eef3/ | https://www.asna.ru/cards/elkar_30_100ml_r-r_pik-farma.html,Левокарнитин | Левокарнитин,-0.75 | -0.9,"brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15 | brand_title_conflict:-0.60,dose_conflict:-0.30",,,,,
1053,"ЭКЗОРОЛФИНЛАК ЛАК Д/НОГТЕЙ 5% ФЛ. 2,5МЛ | ПАУЛЬ В. БЕЙФЕРС ГМБХ | ПАУЛЬ В. БЕЙФЕРС ГМБХ",Циклопирокс,,Аморолфин,,,,unresolved,unresolved_catalog,True,0,1,4,,,,,"Экзоролфинлак, 5%, лак для ногтей, 2.5 мл, 1 шт.",https://uteka.ru/product/ekzorolfinlak-358514/,Аморолфин,0.2,"brand_title_match:+0.50,dose_conflict:-0.30",,,,,
1217,"ЭВКАЛИПТА ПРУТОВИДНОГО ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",Эвкалипта прутовидного листьев,,,,Эвкалипта прутовидного листья,Эвкалипта прутовидного листья,enrichment,resolved_enrichment,False,1,2,2,"М Здоровье Крапивы листья, 1.5 г, 20 шт.",https://uteka.ru/product/m-zdorove-krapivi-listya-436042/,,0.7,fitochaj zdorovechernika 2 gr 20 sht filtr pakety | /cards/krapiva_listya_15g_n20_fp_zdorove.html,https://apteka.ru/product/fitochaj-zdorovechernika-2-gr-20-sht-filtr-pakety-5e32723665b5ab0001655da0/ | https://www.asna.ru/cards/krapiva_listya_15g_n20_fp_zdorove.html, | Крапивы двудомной листья,-0.6 | -0.6,"brand_title_conflict:-0.60,dose_card_unknown | brand_title_conflict:-0.60,dose_card_unknown",,,,,
2348,ХИЛАК ФОРТЕ КАПЛИ Д/ПРИЕМА ВНУТРЬ ВИШНЯ ФЛ. 100МЛ | МЕРКЛЕ ГМБХ | МЕРКЛЕ ГМБХ,,,,,,,unresolved,unresolved_catalog,True,1,1,3,"Хилак форте, капли д/пр. внутрь, без ароматизатора, 100 мл, 1 шт.",https://uteka.ru/product/hilak-forte-34336/,"Метаболиты бактерий Escherichia col., Enterococcus faec., Lactobacillus acid., Lactobacillus helv",0.85,/cards/khilak_forte_100ml_kapli_merckle.html,https://www.asna.ru/cards/khilak_forte_100ml_kapli_merckle.html,Метаболиты бактерий,-0.4,"brand_title_conflict:-0.60,dose_match:+0.20",,,,,
2621,ФУРАЦИЛИН ТАБЛ. Д/Р-РА Д/МЕСТН. И НАРУЖ. ПРИМ. 20МГ №20 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,Нитрофурал,,,,Нитрофурал,Нитрофурал,enrichment,resolved_enrichment,False,1,1,3,"Фурацилин Авексима, 20 мг, табл. шип. д/р-ра д/местн. и наружн. прим, 10 шт.",https://uteka.ru/product/furacilin-aveksima-288606/,Нитрофурал,0.85,/cards/furacilin_20mg_1_sht__poroshok_dlya_prigotovleniya_rastvora_meligen_fp_zao.html,https://www.asna.ru/cards/furacilin_20mg_1_sht__poroshok_dlya_prigotovleniya_rastvora_meligen_fp_zao.html,,-0.4,"brand_title_conflict:-0.60,dose_match:+0.20",,,,,
3556,"ФИЗИОТЕНЗ ТАБЛ. П/ПЛЕН/ОБ. 0,4МГ №28 ВЕРОФАРМ | ВЕРОФАРМ АО | ВЕРОФАРМ АО",Моксонидин,,Моксонидин,,,,unresolved,unresolved_catalog,True,1,2,2,"Физиотенз, 0,4 мг, табл. п.п.о, 28 шт.",https://uteka.ru/product/fiziotenz-110975/,Моксонидин,0.85,fiziotenz 04 mg 28 sht tabletki pokrytye plenochnoj obolochkoj | /cards/fiziotenz_02mg_n28_tab_pokrytye_plenochnoy_obolochkoy_verofarm_ao.html,https://apteka.ru/product/fiziotenz-04-mg-28-sht-tabletki-pokrytye-plenochnoj-obolochkoj-5fe98ae13c1b43fd63e65c67/ | https://www.asna.ru/cards/fiziotenz_02mg_n28_tab_pokrytye_plenochnoy_obolochkoy_verofarm_ao.html,Моксонидин | Моксонидин,-0.9 | -0.75,"brand_title_conflict:-0.60,dose_conflict:-0.30 | brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
3763,ФАРМГРУПП НАСТОЙКА 5 ТРАВ УСПОКОИТЕЛЬНАЯ ФЛ. 250МЛ | ФАРМГРУПП ООО | ФАРМГРУПП ООО,,,,,,,unresolved,unresolved_catalog,True,0,3,2,,,,,"Фармгрупп Магний + В6, р-р д/пр. внутрь, для взрослых и детей с 3 лет, лимон, 100 мл, 1 шт. | osiny kora 50 gr pakfarmgrupp | /cards/regidrovit_poroshok_dprigotovleniya_r-ra_dpriema_vnutr_0_5g_n10_farmgrupp.html",https://uteka.ru/product/farmgrupp-magniy--v6-so-vkusom-limona-390937/ | https://apteka.ru/product/osiny-kora-50-gr-pakfarmgrupp-5e32766eca7bdc00019338d1/ | https://www.asna.ru/cards/regidrovit_poroshok_dprigotovleniya_r-ra_dpriema_vnutr_0_5g_n10_farmgrupp.html, | Осина | ,0.2 | -0.6 | -0.6,"brand_title_match:+0.50,dose_conflict:-0.30 | brand_title_conflict:-0.60,dose_card_unknown | brand_title_conflict:-0.60,dose_card_unknown",,,,,
3781,ФАРИНГОСЕПТ ТАБЛ. Д/РАССАС. МЕД-ЛИМОН 10МГ №20 | C.К. ТЕРАПИЯ С.А. | C.К. ТЕРАПИЯ С.А.,Амбазон,,Амбазон,,,,unresolved,unresolved_catalog,True,1,2,2,"Фарингосепт, 10 мг, табл. д/рассас, 20 шт.",https://uteka.ru/product/faringosept-33508/,Амбазон,0.85,faringosept med limon 10 mg 20 sht tabletki dlya rassasyvaniya | /cards/faringosept_n10_tab_drassasyvaniya_sk_terapiya_sa.html,https://apteka.ru/product/faringosept-med-limon-10-mg-20-sht-tabletki-dlya-rassasyvaniya-5e32680e65b5ab000165103a/ | https://www.asna.ru/cards/faringosept_n10_tab_drassasyvaniya_sk_terapiya_sa.html,Амбазон | Амбазон,-0.4 | -0.45,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_card_unknown,form_match:+0.15",,,,,
4403,ТРИМЕТАЗИДИН-АКОС МВ 35МГ ТАБЛ. МОДИФ. ВЫСВ. П/О №60 | БИОКОМ ЗАО | БИОКОМ ЗАО,Триметазидин,,Триметазидин,,,,unresolved,unresolved_catalog,True,1,2,2,"Триметазидин-АКОС МВ, 35 мг, табл. с модиф. высвоб. п.о, 120 шт.",https://uteka.ru/product/trimetazidin-mv-208734/,Триметазидин,0.85,trimetazidin akos mv 35 mg 120 sht tabletki s modificzirovannym vysvobozhdeniem pokrytye obolochkoj | /cards/trimetazidin-akos_mv_35mg_n60_tab_s_modifitsirovannym_vysvobozhdeniem_pokrytye_obolochkoy_biokom_ao.html,https://apteka.ru/product/trimetazidin-akos-mv-35-mg-120-sht-tabletki-s-modificzirovannym-vysvobozhdeniem-pokrytye-obolochkoj-6284efc71235eea774678134/ | https://www.asna.ru/cards/trimetazidin-akos_mv_35mg_n60_tab_s_modifitsirovannym_vysvobozhdeniem_pokrytye_obolochkoy_biokom_ao.html,Триметазидин | Триметазидин,-0.4 | -0.25,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_match:+0.20,form_match:+0.15",,,,,
4487,ТРАНЕКСАМОВАЯ КИСЛОТА Р-Р ДЛЯ В/В ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,Транексамовая кислота,,Транексамовая кислота,,,,unresolved,unresolved_catalog,True,1,1,3,"Транексамовая кислота, 50 мг/мл, р-р для в/в введ, 5 мл, 10 шт.",https://uteka.ru/product/traneksamovaya-kislota-404184/,Транексамовая кислота,0.85,traneksamovaya kislota 50 mgml rastvor dlya vnutrivennogo vvedeniya 5 ml upakovka korobka ampuly 10 sht,https://apteka.ru/product/traneksamovaya-kislota-50-mgml-rastvor-dlya-vnutrivennogo-vvedeniya-5-ml-upakovka-korobka-ampuly-10-sht-6791dab14212848db63a48f6/,Транексамовая кислота,-0.75,"brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
4570,ТОРАСЕМИД ТАБЛ. 5МГ №60 ПРАНАФАРМ | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,Торасемид,Торасемид,,,Торасемид,Торасемид,input_plus_enrichment,resolved_enrichment,False,0,3,2,,,,,"Эналаприл, 5 мг, табл, 60 шт. | atenolol 50 mg n30 tabl pranafarm | /cards/valsartan_40mg_n30_tab_pokrytye_plenochnoy_obolochkoy_pranafarm.html",https://uteka.ru/product/enalapril-384383/ | https://apteka.ru/product/atenolol-50-mg-n30-tabl-pranafarm-5e326f79f5a9ae000140be23/ | https://www.asna.ru/cards/valsartan_40mg_n30_tab_pokrytye_plenochnoy_obolochkoy_pranafarm.html,Эналаприл | Атенолол | Валсартан, |  | ,strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch,,,,,
4593,ТОРАСЕМИД ТАБЛ. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Торасемид,Торасемид,Торасемид,,,Торасемид,input_explicit_mnn,resolved_input_explicit,False,1,1,3,"Торасемид-СЗ, 10 мг, табл, 60 шт.",https://uteka.ru/product/torasemid-sz-296554/,Торасемид,0.85,torasemid 10 mg 60 sht tabletki,https://apteka.ru/product/torasemid-10-mg-60-sht-tabletki-63f38576eb7ecabcae073843/,Торасемид,-0.4,"brand_title_conflict:-0.60,dose_match:+0.20",,,,,
4922,ТЕРМИКОН СПРЕЙ Д/НАРУЖ. ПРИМ. 1% ФЛ. 30Г | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Тербинафин,,Тербинафин,,,,unresolved,unresolved_catalog,True,0,3,2,,,,,"Термикон, 1%, спрей д/наружн. прим, спрей противогрибковый, 30 г, 1 шт. | termikon 1 krem 15 gr | /cards/termikon_1_30g_sprey_dnaruzhnogo_primeneniya_farmstandart-tomskkhimfarm_oao.html",https://uteka.ru/product/termikon-147668/ | https://apteka.ru/product/termikon-1-krem-15-gr-5e3276d1f5a9ae000140f1e4/ | https://www.asna.ru/cards/termikon_1_30g_sprey_dnaruzhnogo_primeneniya_farmstandart-tomskkhimfarm_oao.html,Тербинафин | Тербинафин | Тербинафин,0.35 | -0.6 | -0.6,"brand_title_match:+0.50,dose_conflict:-0.30,form_match:+0.15 | brand_title_conflict:-0.60,dose_card_unknown | brand_title_conflict:-0.60,dose_card_unknown",,,,,
4924,ТЕРМИКОН КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 15Г | ЛЕККО ЗАО | ЛЕККО ЗАО,,,Тербинафин,,,,unresolved,unresolved_catalog,True,0,3,2,,,,,"Термикон, 1%, крем д/наружн. прим, противогрибковый, 15 г, 1 шт. | termikon 1 krem 15 gr | /cards/termikon_1_15g_krem_dnaruzhnogo_primeneniya_farmstandart-tomskkhimfarm_oao.html",https://uteka.ru/product/termikon-300017/ | https://apteka.ru/product/termikon-1-krem-15-gr-5e3276d1f5a9ae000140f1e4/ | https://www.asna.ru/cards/termikon_1_15g_krem_dnaruzhnogo_primeneniya_farmstandart-tomskkhimfarm_oao.html,Тербинафин | Тербинафин | Тербинафин,0.35 | -0.6 | -0.6,"brand_title_match:+0.50,dose_conflict:-0.30,form_match:+0.15 | brand_title_conflict:-0.60,dose_card_unknown | brand_title_conflict:-0.60,dose_card_unknown",,,,,
5258,"ТАМСУЛОЗИН КАНОН КАПС. КИШ/РАСТ. ПРОЛОНГ. ВЫСВ. 0,4МГ №30 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО",Тамсулозин,,Тамсулозин,,,,unresolved,unresolved_catalog,True,1,2,2,"Тамсулозин Канон, 0,4 мг, капсулы кишечнорастворимые с пролонг. высвоб, 30 шт.",https://uteka.ru/product/tamsulozin-kanon-346887/,Тамсулозин,0.85,tamsulozin kanon 04 mg 90 sht kapsuly kishechnorastvorimye s prolongirovannym vysvobozhdeniem | /cards/tamsulozin_kanon_04mg_n90_kapsuly_kishechnorastvorimye_s_prolongirovannym_vysvobozhdeniem_kanonfarma_prodakshn_zao.html,https://apteka.ru/product/tamsulozin-kanon-04-mg-90-sht-kapsuly-kishechnorastvorimye-s-prolongirovannym-vysvobozhdeniem-5fc73d63fd4cfc00015439be/ | https://www.asna.ru/cards/tamsulozin_kanon_04mg_n90_kapsuly_kishechnorastvorimye_s_prolongirovannym_vysvobozhdeniem_kanonfarma_prodakshn_zao.html,Тамсулозин | Тамсулозин,-0.9 | -0.9,"brand_title_conflict:-0.60,dose_conflict:-0.30 | brand_title_conflict:-0.60,dose_conflict:-0.30",,,,,
5270,ТАМИФЛЮ КАПС. 75МГ №10 | ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С. | ДЕЛФАРМ МИЛАНО С.Р.Л./Ф.ХОФФМАНН-ЛЯ РОШ ЛТД/СЕНЕКСИ С.А.С.,Осельтамивир,,Осельтамивир,,,,unresolved,unresolved_catalog,True,1,1,3,"Тамифлю, 75 мг, капсулы, 10 шт.",https://uteka.ru/product/tamiflyu-140524/,Осельтамивир,0.85,/cards/tamiflyu_75mg_n10_kaps_fkhoffmann-lya_rosh_ltd.html,https://www.asna.ru/cards/tamiflyu_75mg_n10_kaps_fkhoffmann-lya_rosh_ltd.html,Осельтамивир,-0.4,"brand_title_conflict:-0.60,dose_match:+0.20",,,,,
5322,"ТАВОЛГА ВЯЗОЛИСТНАЯ (ЛАБАЗНИК) ТРАВА Ф/П 1,5Г №20 ХЕРБЕС | ХЕРБЕС ООО | ХЕРБЕС ООО",,,,,,,unresolved,unresolved_catalog,True,0,2,3,,,,,tavolga 15 20 sht filtr paketyzdorove | /cards/romashki_tsvetki_15g_n20_fp_kherbes_ooo.html,https://apteka.ru/product/tavolga-15-20-sht-filtr-paketyzdorove-5e326dc1ca7bdc000192f797/ | https://www.asna.ru/cards/romashki_tsvetki_15g_n20_fp_kherbes_ooo.html,Таволга | Ромашки аптечной цветки,-0.6 | -0.6,"brand_title_conflict:-0.60,dose_card_unknown | brand_title_conflict:-0.60,dose_card_unknown",,,,,
